chave,valor
810,Jardim Popular
773,Jardim Porteira Grande
769,Jardim Pouso Alegre
813,Jardim Presidencia
814,Jardim Presidente
815,Jardim Previdencia
816,Jardim Primavera
817,Jardim Princesa
818,Jardim Progresso
819,Jardim PromisSão
821,Jardim Prudencia
823,Jardim Quarto Centenario
824,Jardim Quisisana
832,Jardim Ramala
831,Jardim Raposo Tavares
833,Jardim Real
834,Jardim Recanto do Sol
835,Jardim Record
836,Jardim Recreio
837,Jardim Redencao
838,Jardim Redil
839,Jardim Regina
825,Jardim Regina Aurea
840,Jardim Regis
841,Jardim Reimberg
842,Jardim Remo
843,Jardim Represa
844,Jardim Republica
845,Jardim Ricardo
846,Jardim Rincao
826,Jardim Rio Bonito
827,Jardim Rio Douro
829,Jardim Rio Pequeno
847,Jardim Riviera
848,Jardim Rizzo
849,Jardim Robru
830,Jardim Rodolfo Pirani
850,Jardim Romano
851,Jardim Roni
828,Jardim Rosa Maria
852,Jardim Rosalina
853,Jardim Rosana
855,Jardim Roseli
856,Jardim Rosider
857,Jardim Rosina
858,Jardim Rossin
859,Jardim Rubilene
860,Jardim Rubio
861,Jardim Russo
862,Jardim Ruth
906,Jardim S Kemel
942,Jardim Sabara
898,Jardim Sabia do Itaim
877,Jardim Sagrado Coracao
943,Jardim Samambaia
944,Jardim Samara
945,Jardim Samas
947,Jardim Sandra
946,Jardim Sandra Maria
863,Jardim Santa Adelia
870,Jardim Santa Barbara
874,Jardim Santa Branca
876,Jardim Santa Cecilia
879,Jardim Santa Cruz
882,Jardim Santa Edwiges
883,Jardim Santa Efigenia
885,Jardim Santa Emilia
886,Jardim Santa Etelvina
889,Jardim Santa Fe
890,Jardim Santa Filomena
888,Jardim Santa Francisca Cabrini
893,Jardim Santa Gertrudes
895,Jardim Santa Helena
896,Jardim Santa Ines
905,Jardim Santa Josefina
908,Jardim Santa Lucrecia
910,Jardim Santa Luisa
912,Jardim Santa Marcelina
913,Jardim Santa Margarida
968,Jardim Santa Maria
918,Jardim Santa Monica
927,Jardim Santa Rita
936,Jardim Santa Teresinha
937,Jardim Santa Tereza
938,Jardim Santa Terezinha
941,Jardim Santa Zelia
948,Jardim Santana
864,Jardim Santo Alberto
865,Jardim Santo Amaro
866,Jardim Santo Andre
867,Jardim Santo Antoninho
868,Jardim Santo Antonio
884,Jardim Santo Elias
920,Jardim Santo Onofre
881,Jardim Santos Dumont
949,Jardim Sapopemba
950,Jardim Sarah
951,Jardim Satelite
952,Jardim Saude
953,Jardim Scaff
954,Jardim Seckler
955,Jardim Selma
956,Jardim Senice
957,Jardim Sertaozinho
933,Jardim Sete de Setembro
958,Jardim Shangrila
935,Jardim Silva Teles
959,Jardim Silveira
960,Jardim Silvia
961,Jardim Soares
963,Jardim Solange
964,Jardim Somara
965,Jardim Sonia
897,Jardim Sonia Inga
914,Jardim Sonia Marly
924,Jardim Sonia Regina
966,Jardim Soraia
967,Jardim Souza
930,Jardim Sul São Paulo
969,Jardim Suzana
970,Jardim Sydney
871,Jardim São Benedito
872,Jardim São Bento
869,Jardim São Bento Novo
873,Jardim São Bernardo
875,Jardim São Carlos
878,Jardim São Cristovao
880,Jardim São Domingos
891,Jardim São Francisco
887,Jardim São Francisco de Assis
892,Jardim São Gabriel
894,Jardim São Goncalo
900,Jardim São Januario
901,Jardim São Joao
902,Jardim São Joaquim
903,Jardim São Jorge
904,Jardim São Jose
899,Jardim São Judas Tadeu
907,Jardim São Lourenco
909,Jardim São Luis
911,Jardim São Manoel
915,Jardim São Martinho
916,Jardim São Mateus
917,Jardim São Miguel
919,Jardim São Nicolau
921,Jardim São Paulo
922,Jardim São Pedro
923,Jardim São Rafael
925,Jardim São Remo
926,Jardim São Ricardo
928,Jardim São Roberto
929,Jardim São Roque
931,Jardim São Saverio
932,Jardim São Sebastiao
934,Jardim São Silvestre
939,Jardim São Vicente
940,Jardim São Vitor
975,Jardim Taboao
976,Jardim Taipas
977,Jardim Tamoio
978,Jardim Tanay
979,Jardim Tango
980,Jardim Tapera
981,Jardim Taquaral
982,Jardim Teixeira
983,Jardim Tenani
984,Jardim Teresa
972,Jardim Teresa Cristina
985,Jardim Textil
986,Jardim Thealia
987,Jardim Thomaz
988,Jardim Tiete
974,Jardim Tiro ao Pombo
990,Jardim Toca
991,Jardim Tremembe
971,Jardim Tres Coracoes
973,Jardim Tres Marias
992,Jardim Triana
993,Jardim Tricolor
994,Jardim Tropical
995,Jardim Trussardi
996,Jardim Tua
997,Jardim Tupa
998,Jardim Tupi
999,Jardim Turquesa
1000,Jardim Uberaba
1001,Jardim Ubirajara
1002,Jardim Uirapuru
1003,Jardim Umarizal
1004,Jardim Umuarama
1005,Jardim Uniao
1006,Jardim Universal
1007,Jardim Universidade
1008,Jardim Universitario
1032,Jardim Vale das Virtudes
1031,Jardim Vale do Ribeira
1017,Jardim Valquiria
1013,Jardim Varginha do Itaim
1014,Jardim Vaz de Lima
1018,Jardim Vazani
1012,Jardim Vera Cruz
1019,Jardim Vergueiro
1020,Jardim Veronica
1022,Jardim Viana
1023,Jardim Vieira
1027,Jardim Vila Carrao
1028,Jardim Vila Formosa
1029,Jardim Vila Mariana
1030,Jardim Vila Nova Progresso
1011,Jardim Vilas Boas
1024,Jardim Vilma
1025,Jardim Virginia
1010,Jardim Virginia Bianca
1009,Jardim Vista Alegre
1015,Jardim Vista Linda
1016,Jardim Vitoria Regia
1026,Jardim Vivan
1034,Jardim Wanda
1033,Jardim Wilma Flor
1035,Jardim Yara
1036,Jardim Ymay
1037,Jardim Zaira
1038,Jardim Zelia
1039,Jardim Zilda
368,Jardim da Campina
409,Jardim da Conquista
430,Jardim da Gloria
431,Jardim da Laranjeira
432,Jardim da Saude
268,Jardim das Acacias
328,Jardim das Bandeiras
367,Jardim das Camelias
474,Jardim das Esmeraldas
492,Jardim das Flores
509,Jardim das Gracas
552,Jardim das Imbuias
437,Jardim das Laranjeiras
759,Jardim das Oliveiras
778,Jardim das Palmas
779,Jardim das Palmeiras
791,Jardim das Pedras
812,Jardim das Praias
854,Jardim das Rosas
1021,Jardim das Vertentes
636,Jardim de Lorenzo
283,Jardim do Alto
370,Jardim do Campo
376,Jardim do Carmo
390,Jardim do Centro
258,Jardim do Colegio
444,Jardim do Divino
614,Jardim do Lago
445,Jardim do Russo
962,Jardim do Sol
989,Jardim do Tiro
277,Jardim dos Alamos
448,Jardim dos Bichinhos
381,Jardim dos Cataldis
476,Jardim dos Estados
480,Jardim dos Eucaliptos
498,Jardim dos Francos
562,Jardim dos Ipes
588,Jardim dos Jacarandas
615,Jardim dos Lagos
670,Jardim dos Manacas
449,Jardim dos Pinheiros
811,Jardim dos Prados
782,Jardim para
1040,Jordanopolis
253,Jose Bonifacio
1041,Jurubatuba
1044,Lageado
1045,Lapa
1042,Lapa de Baixo
1043,Lauzane Paulista
1046,Liberdade
1047,Limao
1048,Limoeiro
1049,Loteamento City Jaragua
1050,Loteamento Parque das Hortencias
1051,Luz
1056,Mandaqui
1057,Maranhao
1052,Mata Fria
1053,Miami Paulista
1058,Mirandopolis
1055,Moinho Velho
1059,Mooca
1054,Morada do Sol
1061,Morro Grande
1062,Morro do Indio
1063,Morro dos Ingleses
1060,Morumbi
1067,Nossa Senhora do o
1066,Nova Piraju
1064,Nucleo Carvalho de Araujo
1065,Nucleo Lageado
9999,Outros Municípios de São Paulo
1071,Pacaembu
1072,Paineiras do Morumbi
1073,Parada
1079,Parada Cinquenta e Sete
1080,Parada Inglesa
1081,Parada Quinze
1074,Paraiso
1075,Paraiso do Morumbi
1076,Paraisopolis
1077,Parelheiros
1078,Pari
1109,Parque Alto do Rio Bonito
1101,Parque Alves de Lima
1102,Parque Amazonas
1103,Parque Amelia
1104,Parque America
1105,Parque Anhanguera
1106,Parque Anhembi
1107,Parque Arariba
1100,Parque Artur Alvim
1110,Parque Atlantico
1112,Parque Bairro Morumbi
1114,Parque Belem
1111,Parque Boa Esperanca
1115,Parque Bologne
1116,Parque Boturussu
1117,Parque Brasil
1118,Parque Bristol
1119,Parque Casa de Pedra
1122,Parque Central
1123,Parque Cisper
1124,Parque Claudia
1125,Parque Cocaia
1126,Parque Colonial
1127,Parque Continental
1128,Parque Cristina
1120,Parque Cruzeiro do Sul
1132,Parque Deizy
1129,Parque Dom Joao Neri
1134,Parque Doroteia
1135,Parque Edu Chaves
1137,Parque Esmeralda
1138,Parque Esperanca
1140,Parque Fernanda
1141,Parque Flamengo
1142,Parque Florestal
1143,Parque Fongaro
1144,Parque Grajau
1145,Parque Guaianazes
1146,Parque Guarani
1148,Parque Ibirapuera
1149,Parque Imperial
1150,Parque Independencia
1151,Parque Industrial
1147,Parque Industrial Tomas Edson
1152,Parque Ipe
1153,Parque Itaberaba
1154,Parque Jabaquara
1155,Parque Jardim Mirassol
1157,Parque Lagoa Rica
1159,Parque Lagoinha
1098,Parque Leo
1160,Parque Ligia
1156,Parque Luis Mucciolo
1166,Parque Malagoli
1167,Parque Mandaqui
1168,Parque Mandi
1161,Parque Maria Alice
1162,Parque Maria Domitila
1163,Parque Maria Helena
1164,Parque Maria Luiza
1165,Parque Monteiro Soares
1171,Parque Morro Doce
1172,Parque Muciolo
1173,Parque Munhoz
1178,Parque Nacoes Unidas
1174,Parque Novo Grajau
1175,Parque Novo Lar
1176,Parque Novo Mundo
1177,Parque Novo Santo Amaro
1181,Parque Paineiras
1182,Parque Paiolzinho
1180,Parque Pan Americano
1183,Parque Paulistano
1184,Parque Penha
1185,Parque Pereira
1186,Parque Peruche
1187,Parque Petropolis
1188,Parque Planalto
1189,Parque Primavera
1192,Parque Ramos Freitas
1193,Parque Reboucas
1194,Parque Recreio
1195,Parque Regina
1196,Parque Residencial Cocaia
1197,Parque Residencial D'abril
1198,Parque Residencial Julia
1201,Parque Residencial Oratorio
1202,Parque Residencial Rio Bonito
1200,Parque Residencial da Lapa
1199,Parque Residencial dos Lagos
1191,Parque Rodrigues Alves
1223,Parque Sabara
1204,Parque Santa Amelia
1206,Parque Santa Barbara
1208,Parque Santa Cecilia
1207,Parque Santa Cecilia (Cod Bai - 1
1218,Parque Santa Madalena
1222,Parque Santa Rita
1224,Parque Santana
1203,Parque Santo Amaro
1205,Parque Santo Antonio
1211,Parque Santo Eduardo
1209,Parque Savoi City
1225,Parque Sevilha
1226,Parque Sonia
1210,Parque São Domingos
1212,Parque São Joaquim
1213,Parque São Jorge
1214,Parque São Jose
1215,Parque São Lourenco
1216,Parque São Lucas
1217,Parque São Luis
1219,Parque São Miguel
1220,Parque São Paulo
1221,Parque São Rafael
1229,Parque Taipas
1230,Parque Tamari
1231,Parque Tiete
1228,Parque Tomas Saraiva
1232,Parque Universitario Espirita
1233,Parque Veloso
1234,Parque Veredas
1236,Parque Vila Maria
1237,Parque Vila Prudente
1235,Parque Vitoria
1169,Parque da Mooca
1130,Parque da Vila Prudente
1108,Parque das Arvores
1092,Parque das Cerejeiras
1131,Parque das Paineiras
1121,Parque do Carmo
1133,Parque do Castelo
1136,Parque do Engenho
1139,Parque do Estado
1158,Parque do Lago
1170,Parque do Morumbi
1179,Parque do Otero
1227,Parque do Terceiro Lago
1113,Parque dos Bancarios
1190,Parque dos Principes
1082,Pedreira
1068,Penha de Franca
1083,Perdizes
1084,Pereiras
1085,Perus
1086,Pinheiros
1087,Piqueri
1088,Pirajussara
1089,Piraporinha
1090,Pirituba
1069,Planalto Paulista
1091,Polvilho
1238,Ponte Pequena
1239,Ponte Rasa
1093,Praia Azul
1097,Praia Paulistinha
1094,Praia da Lagoa
1095,Praia do Leblon
1096,Praias Paulistanas
1070,Promorar Vila Maria
1099,Protendit
1240,Quarta Parada
1241,Quinta da Paineira
1248,Rancho Geraldo
1247,Rancho do Abilio
1246,Raposo Tavares
1243,Real Parque
1249,Recanto Ana Maria
1250,Recanto Campo Belo
1251,Recanto Marisa
1252,Recanto Monte Alegre
1253,Recanto Paraiso
1254,Recanto Santo Antonio
1256,Recanto Verde do Sol
1255,Recanto dos Sonhos
1257,Republica
1259,Residencial Borore
1260,Residencial Morumbi
1261,Residencial Sol Nascente
1262,Residencial Taipas
1258,Retiro Morumbi
1242,Rio Bonito
1245,Rio Pequeno
1244,Riviera Paulista
1263,Rolinopolis
1285,SE
1281,Sacoma
1265,Santa Amelia
1266,Santa Cecilia
1268,Santa Efigenia
1269,Santa Etelvina
1270,Santa Ines
1275,Santa Maria
1280,Santa Teresinha
1282,Santana
1264,Santo Amaro
1283,Sapopemba
1284,Saude
1277,Sete Praias
1286,Siciliano
1308,Socorro
1309,Sumare
1310,Sumarezinho
1278,Super Quadra Morumbi
1267,São Domingos
1271,São Joao Climaro
1272,São Judas
1273,São Lucas
1276,São Mateus
1274,São Miguel Paulista
1279,São Salvador
1287,Sítio Areiao
1289,Sítio Barrocada
1288,Sítio Boa Vista
1290,Sítio Botuquara
1291,Sítio Bufalo
1292,Sítio Canela Branca
1293,Sítio Caraguata
1294,Sítio Cocaia
1296,Sítio Itaberaba I
1297,Sítio Laredo
1299,Sítio Matsumura
1301,Sítio Morro Grande
1302,Sítio Pinheirinho
1304,Sítio Ponderosa
1305,Sítio Represa
1306,Sítio Tapera
1307,Sítio Vale Verde
1295,Sítio da Figueira
1298,Sítio do Mandaqui
1300,Sítio do Morro
1303,Sítio do Piqueri
1314,Taipas
1315,Tambore (Barueri)
1316,Tatuape
1313,Terceira DiviSão
1312,Terceira DiviSão de Interlagos
1317,Tremembe
1311,Tres Cruzes
1318,Tucuruvi
1319,Tuparacoera
1322,Umarizal
1321,Uniao da Vila Nova
1320,Usina Piratininga
1324,Valo Velho
1327,Veleiros
1335,Vila Abc
1336,Vila Acre
1337,Vila Adalgisa
1338,Vila Ademar
1331,Vila Agua Funda
1339,Vila Agueda
1340,Vila Aimore
1341,Vila Alabama
1342,Vila Alba
1343,Vila Albano
1344,Vila Albertina
1345,Vila Alexandria
1346,Vila Almeida
1347,Vila Alpina
1348,Vila Alteza
1349,Vila Alzira
1350,Vila Amalia
1351,Vila Amelia
1352,Vila America
1353,Vila Americana
1329,Vila Ana Claudia
1333,Vila Ana Rosa
1354,Vila Anadir
1355,Vila Analia
1330,Vila Analia Franco
1356,Vila Anastacio
1357,Vila Andes
1359,Vila Andrade
1361,Vila Angelica
1362,Vila Angelina
1328,Vila Anglo Brasileira
1363,Vila Anhanguera
1364,Vila Antonieta
1365,Vila Antonina
1366,Vila Antonio
1334,Vila Antonio dos Santos
1367,Vila Aparecida
1332,Vila Aparecida Ivone
1368,Vila Apoena
1369,Vila Araguaia
1370,Vila Arapua
1371,Vila Arcadia
1372,Vila Aricanduva
1373,Vila Ariete
1374,Vila Arruda
1375,Vila Augusto
1376,Vila Aurea
1377,Vila Aurora
1378,Vila Azevedo
1388,Vila Babilonia
1389,Vila Baby
1390,Vila Bancaria
1384,Vila Bancaria Munhoz
1391,Vila Bandeirantes
1392,Vila Barbara
1393,Vila Barbosa
1394,Vila Barreto
1395,Vila Baruel
1396,Vila Basileia
1397,Vila Bauab
1398,Vila Beatriz
1399,Vila Bela
1380,Vila Bela Alianca
1387,Vila Bela Vista
1386,Vila Bela do Sapopemba
1381,Vila Belo Horizonte
1401,Vila Bertioga
1402,Vila Bianca
1403,Vila Boacava
1382,Vila Bom Jardim
1404,Vila Bonilha
1385,Vila Bonilha Nova
1405,Vila Borges
1407,Vila Botoni
1408,Vila Bozzini
1409,Vila Brasil
1410,Vila Brasilandia
1411,Vila Brasilia
1412,Vila Brasilina
1383,Vila Brasilio Machado
1413,Vila Buarque
1379,Vila Buenos Aires
1414,Vila Buriti
1415,Vila Butanta
1425,Vila Cachoeira
1426,Vila Cachoeirinha
1427,Vila Caicara
1428,Vila Caiuba
1429,Vila Caju
1430,Vila California
1431,Vila Calu
1432,Vila Campanela
1433,Vila Campestre
1472,Vila Campo Grande
1434,Vila Canero
1435,Vila Capela
1436,Vila Caraguata
1437,Vila Carbone
1438,Vila Cardoso
1419,Vila Cardoso Franco
1439,Vila Carioca
1418,Vila Carlos de Campos
1440,Vila Carmem
1441,Vila Carmosina
1442,Vila Carolina
1443,Vila Carrao
1444,Vila Castelo
1445,Vila Castro
1446,Vila Catupia
1447,Vila Cavaton
1448,Vila Caxambu
1449,Vila Celeste
1450,Vila Centenario
1451,Vila Central
1452,Vila Chabilandia
1453,Vila Chalot
1454,Vila Charlote
1455,Vila Chavantes
1420,Vila Chica Luisa
1456,Vila Chuca
1457,Vila Cisper
1458,Vila Clara
1459,Vila Clarice
1460,Vila Claudia
1461,Vila Clelia
1462,Vila Clementino
1463,Vila Cleonice
1464,Vila Comercial
1465,Vila Conceicao
1423,Vila Conde do Pinhal
1466,Vila Congonhas
1467,Vila Constancia
1468,Vila Continental
1469,Vila Corberi
1470,Vila Cordeiro
1471,Vila Cosmopolita
1421,Vila Costa Melo
1473,Vila Cristalia
1416,Vila Cruz das Almas
1474,Vila Cruzeiro
1422,Vila Cruzeiro Novo
1417,Vila Cunha Bueno
1475,Vila Curuca
1424,Vila Curuca Velha
1485,Vila Dalila
1486,Vila Dalva
1487,Vila Damaceno
1477,Vila Danubio Azul
1488,Vila Darli
1489,Vila Deodoro
1490,Vila Dinorah
1491,Vila Dionisia
1492,Vila Diva
1481,Vila Divina Pastora
1479,Vila Dom Jose
1482,Vila Dom Pedro I
1483,Vila Dom Pedro II
1494,Vila Domitila
1476,Vila Dona Augusta
1480,Vila Dona Meta
1484,Vila Dona Sara
1495,Vila Dorna
1478,Vila Doutor Eiras
1496,Vila Duarte
1498,Vila Ede
1499,Vila Elba
1500,Vila Eliana
1497,Vila Elias Nigri
1501,Vila Elida
1502,Vila Eliete
1503,Vila Elisio
1504,Vila Elvira
1505,Vila Elze
1506,Vila Ema
1507,Vila Emir
1509,Vila Erna
1510,Vila Ernesto
1511,Vila Escolar
1512,Vila Esmeralda
1513,Vila Espanhola
1514,Vila Esperanca
1515,Vila Ester
1516,Vila Euthalia
1520,Vila Fachini
1521,Vila Fanton
1522,Vila Fatima
1523,Vila Fazzeoni
1524,Vila Feliz
1525,Vila Fernandes
1517,Vila Fiat Lux
1526,Vila Fidalgo
1519,Vila Fidelis Ribeiro
1518,Vila Firmiano Pinto
1527,Vila Flavia
1528,Vila Formosa
1529,Vila Franca
1530,Vila Franci
1531,Vila Francos
1532,Vila Friburgo
1533,Vila Frugoli
1534,Vila Fukuya
1536,Vila Gabriel
1537,Vila Gea
1538,Vila Germaine
1539,Vila Germinal
1540,Vila Gertrudes
1541,Vila Gil
1542,Vila Gilda
1543,Vila Giordano
1544,Vila Gomes
1535,Vila Gomes Cardim
1545,Vila Gouveia
1546,Vila Graciosa
1547,Vila Granada
1548,Vila Graziela
1549,Vila Guaca
1550,Vila Guacuri
1551,Vila Guaraciaba
1552,Vila Guarani
1553,Vila Guedes
1554,Vila Guilherme
1555,Vila Guilhermina
1556,Vila Gumercindo
1557,Vila Gustavo
1558,Vila Hadad
1559,Vila Hamburguesa
1560,Vila Hebe
1561,Vila Helena
1562,Vila Heliopolis
1563,Vila Herminia
1564,Vila Homero
1565,Vila Hungaresa
1568,Vila Icarai
1569,Vila Ida
1570,Vila Iguacu
1571,Vila Imperio
1572,Vila Inacio
1573,Vila Inah
1574,Vila Independencia
1575,Vila Indiana
1576,Vila Industrial
1577,Vila Inglesa
1578,Vila Invernada
1579,Vila Iorio
1580,Vila Ipojuca
1581,Vila Iracema
1582,Vila Irene
1566,Vila Irmaos Arnoni
1583,Vila Isa
1584,Vila Isabel
1585,Vila Isolina
1567,Vila Isolina Mazzei
1586,Vila Itaberaba
1587,Vila Itaim
1588,Vila Ivg
1589,Vila Ivone
1592,Vila Jacui
1593,Vila Jaguara
1594,Vila Jaguari
1595,Vila Jaragua
1596,Vila Jardim Zoologico
1597,Vila Joaniza
1590,Vila Joao Batista
1598,Vila Judith
1599,Vila Julio
1591,Vila Julio Cesar
1600,Vila Jurema
1601,Vila Jussara
1602,Vila Klaunig
1605,Vila Lageado
1606,Vila Lais
1604,Vila Lar Nacional
1607,Vila Leme
1608,Vila Leonor
1609,Vila Leopoldina
1610,Vila Libanesa
1611,Vila Lisboa
1612,Vila Liviero
1613,Vila Londrina
1614,Vila Lourdes
1615,Vila Lucia
1603,Vila Lucia Elvira
1625,Vila Macedopolis
1626,Vila Madalena
1627,Vila Mafra
1628,Vila Malvina
1629,Vila Mangalot
1630,Vila Mara
1631,Vila Maracana
1632,Vila Marari
1633,Vila Marcelo
1634,Vila Marconi
1635,Vila Margareth
1636,Vila Margarida
1637,Vila Maria
1616,Vila Maria Alta
1617,Vila Maria Augusta
1618,Vila Maria Baixa
1619,Vila Maria Eugenia
1620,Vila Maria Luisa
1622,Vila Maria Trindade
1624,Vila Maria Zelia
1638,Vila Mariana
1639,Vila Marieta
1640,Vila Marilena
1641,Vila Marina
1642,Vila Maringa
1621,Vila Mariza Mazzei
1643,Vila Marte
1644,Vila Mascote
1645,Vila Matias
1646,Vila Matilde
1647,Vila Mazzei
1648,Vila Medeiros
1649,Vila Mendes
1650,Vila Mercedes
1652,Vila Mesquita
1653,Vila Miami
1654,Vila Michelina
1656,Vila Minerva
1657,Vila Mira
1658,Vila Mirante
1659,Vila Miriam
1660,Vila Mirim
1661,Vila Missionaria
1662,Vila Moderna
1623,Vila Moinho Velho
1670,Vila Monte Alegre
1671,Vila Monte Santo
1663,Vila Monumento
1664,Vila Moraes
1665,Vila Moreira
1666,Vila Morgadouro
1669,Vila Morro Grande
1667,Vila Morse
1668,Vila Morumbi
1698,Vila Nair
1699,Vila Nancy
1700,Vila Nascente
1701,Vila Natal
1702,Vila Natalia
1703,Vila Neila
1704,Vila Nelson
1705,Vila Nhocune
1706,Vila Nilo
1707,Vila Nilva
1708,Vila Nina
1683,Vila Nitro Operaria
1687,Vila Nitro Quimica
1709,Vila Nivi
1710,Vila Noca
1711,Vila Nogueira
1712,Vila Norma
1688,Vila Nossa Senhora Aparecida
1689,Vila Nossa Senhora da Conceicao
1690,Vila Nossa Senhora do Libano
1692,Vila Nossa Senhora do Retiro
1713,Vila Nova
1672,Vila Nova Alba
1674,Vila Nova Cachoeirinha
1675,Vila Nova Caledonia
1676,Vila Nova Carolina
1677,Vila Nova Conceicao
1678,Vila Nova Curuca
1679,Vila Nova Galvao
1680,Vila Nova Jaragua
1681,Vila Nova Manchester
1682,Vila Nova Mazzei
1684,Vila Nova Pauliceia
1685,Vila Nova Perus
1686,Vila Nova Pirajussara
1693,Vila Nova Savoia
1691,Vila Nova São Miguel
1694,Vila Nova Teresa
1695,Vila Nova Uniao
1696,Vila Nova Utinga
1697,Vila Nova York
1673,Vila Nova das Belezas
1714,Vila Odete
1715,Vila Olga
1716,Vila Olimpia
1717,Vila Olinda
1718,Vila Oratorio
1725,Vila Paiva
1727,Vila Palmeiras
1728,Vila Paranagua
1758,Vila Parque Jabaquara
1729,Vila Patrimonial
1730,Vila Pauliceia
1731,Vila Paulina
1732,Vila Paulista
1745,Vila Paulistana
1746,Vila Paulistania
1724,Vila Paulo Silas
1720,Vila Pedra Branca
1734,Vila Pedroso
1735,Vila Penteado
1719,Vila Pereira Barreto
1721,Vila Pereira Cerca
1736,Vila Perus
1737,Vila Piaui
1738,Vila Picinin
1739,Vila Pierina
1740,Vila Piracicaba
1741,Vila Pirajussara
1742,Vila Pirituba
1743,Vila Pita
1744,Vila Plana
1747,Vila Polopoli
1748,Vila Pompeia
1760,Vila Ponte Rasa
1749,Vila Popular
1750,Vila Portugal
1751,Vila Portuguesa
1752,Vila Prado
1753,Vila Praia
1754,Vila Prel
1755,Vila Primavera
1723,Vila Primeiro de Outubro
1722,Vila Princesa Isabel
1756,Vila Progredior
1757,Vila Progresso
1759,Vila Prudente
1761,Vila Quarto Centenario
1762,Vila Quintana
1769,Vila Ramos
1763,Vila Rancho Alegre
1770,Vila Raquel
1771,Vila Re
1767,Vila Regente Feijo
1772,Vila Regina
1773,Vila Reis
1775,Vila Remo
1776,Vila Renato
1777,Vila Represa
1765,Vila Ribeiro de Barros
1778,Vila Rica
1766,Vila Rio Branco
1779,Vila Robertina
1780,Vila Rodrigues
1781,Vila Romana
1782,Vila Romano
1783,Vila Romero
1784,Vila Roque
1768,Vila Rosa Molla
1785,Vila Rosaria
1786,Vila Roschel
1787,Vila Rosina
1788,Vila Rubi
1764,Vila Rui Barbosa
1822,Vila Sabrina
1823,Vila Salete
1824,Vila Sampaio
1791,Vila Santa Catarina
1792,Vila Santa Clara
1793,Vila Santa Cruz
1794,Vila Santa Delfina
1797,Vila Santa Edwiges
1800,Vila Santa Eulalia
1804,Vila Santa Ines
1805,Vila Santa Isabel
1808,Vila Santa Lucia
1810,Vila Santa Maria
1817,Vila Santa Teresa
1818,Vila Santa Teresinha
1819,Vila Santa Terezinha
1821,Vila Santa Virginia
1825,Vila Santana
1826,Vila Santista
1789,Vila Santo Antonio
1798,Vila Santo Estefano
1796,Vila Santo Estevam Reis
1799,Vila Santo Estevao
1803,Vila Santo Henrique
1827,Vila Santos
1828,Vila Sapopemba
1829,Vila Sara
1831,Vila Savoy
1832,Vila Seabra
1833,Vila Sergio
1834,Vila Serralheiro
1816,Vila Silva Teles
1835,Vila Silveira
1836,Vila Silvia
1837,Vila Simone
1838,Vila Sinha
1839,Vila Siqueira
1840,Vila Sirene
1841,Vila Siria
1842,Vila Socorro
1843,Vila Sofia
1844,Vila Sol
1845,Vila Solange
1846,Vila Sonia
1847,Vila Souza
1848,Vila Stela
1849,Vila Suica
1850,Vila Sulina
1851,Vila Suzana
1790,Vila São Camilo
1795,Vila São Domingos
1801,Vila São Francisco
1802,Vila São Geraldo
1806,Vila São Jose
1807,Vila São Judas
1809,Vila São Luis
1811,Vila São Nicolau
1812,Vila São Paulo
1813,Vila São Pedro
1814,Vila São Sebastiao
1815,Vila São Silvestre
1820,Vila São Vicente
1852,Vila Taiau
1853,Vila Talarico
1854,Vila Taquari
1855,Vila Teresinha
1856,Vila Tiradentes
1857,Vila Tolstoi
1858,Vila Tramontano
1859,Vila Uberabinha
1860,Vila Uniao
1861,Vila Universitaria
1862,Vila Ursulina
1864,Vila Valdemar
1865,Vila Vasconcelos
1866,Vila Vera
1867,Vila Verde
1868,Vila Vermelha
1869,Vila Vessoni
1870,Vila Virginia
1871,Vila Vitoria
1863,Vila Vitorio Mazzei
1872,Vila Yara
1873,Vila Yolanda
1874,Vila Zat
1875,Vila Zefira
1876,Vila Zelina
1877,Vila Zilda
1878,Vila Zulmira
1733,Vila da Paz
1830,Vila da Saude
1400,Vila das Belezas
1651,Vila das Merces
1406,Vila do Bosque
1493,Vila do Castelo
1508,Vila do Encontro
1358,Vila dos Andradas
1360,Vila dos Andrades
1655,Vila dos Minerios
1726,Vila dos Palmares
1774,Vila dos Remedios
1323,Vista Alegre
1325,Várzea da Barra Funda
1326,Várzea de Baixo
