cnae_1,descricao,grupo,descricao_grupo,divisao,descricao_divisao,secao,descricao_secao
24929,Fabricação de explosivos,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24945,Fabricação de aditivos de uso industrial,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
25119,Fabricação de pneumáticos e de câmaras-de-ar,25.1,Fabricação de artigos de borracha,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
25194,Fabricação de artefatos diversos de borracha,25.1,Fabricação de artigos de borracha,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
25127,Recondicionamento de pneumáticos,25.1,Fabricação de artigos de borracha,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
25291,Fabricação de artefatos diversos de plástico,25.2,Fabricação de produtos de plástico,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
25224,Fabricação de embalagem de plástico,25.2,Fabricação de produtos de plástico,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
25216,Fabricação de laminados planos e tubulares de plástico,25.2,Fabricação de produtos de plástico,25,Fabricação de artigos de borracha e plástico,D,Indústrias de transformação
26123,Fabricação de embalagens de vidro,26.1,Fabricação de vidro e de produtos do vidro,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26115,Fabricação de vidro plano e de segurança,26.1,Fabricação de vidro e de produtos do vidro,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26190,Fabricação de artigos de vidro,26.1,Fabricação de vidro e de produtos do vidro,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26204,Fabricação de cimento,26.2,Fabricação de cimento,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26301,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e estuque",26.3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e estuque",26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26417,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção civil,26.4,Fabricação de produtos cerâmicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26492,Fabricação de produtos cerâmicos não-refratários para usos diversos,26.4,Fabricação de produtos cerâmicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26425,Fabricação de produtos cerâmicos refratários,26.4,Fabricação de produtos cerâmicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26921,"Fabricação de cal virgem, cal hidratada e gesso",26.9,Aparelhamento de pedras e fabricação de cal e de outros produtos de minerais não-metálicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26999,Fabricação de outros produtos de minerais não-metálicos,26.9,Aparelhamento de pedras e fabricação de cal e de outros produtos de minerais não-metálicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
26913,"Britamento, aparelhamento e outros trabalhos em pedras (não associados à extração)",26.9,Aparelhamento de pedras e fabricação de cal e de outros produtos de minerais não-metálicos,26,Fabricação de produtos de minerais não-metálicos,D,Indústrias de transformação
27146,Produção de ferroligas,27.1,Produção de ferro-gusa e de ferroligas,27,Metalurgia básica,D,Indústrias de transformação
27138,Produção de ferro-gusa,27.1,Produção de ferro-gusa e de ferroligas,27,Metalurgia básica,D,Indústrias de transformação
27251,Produção de laminados longos de aço,27.2,Siderurgia,27,Metalurgia básica,D,Indústrias de transformação
27260,"Produção de relaminados, trefilados e perfilados de aço",27.2,Siderurgia,27,Metalurgia básica,D,Indústrias de transformação
27243,Produção de laminados planos de aço,27.2,Siderurgia,27,Metalurgia básica,D,Indústrias de transformação
27235,Produção de semi-acabados de aço,27.2,Siderurgia,27,Metalurgia básica,D,Indústrias de transformação
27391,Fabricação de outros tubos de ferro e aço,27.3,Fabricação de tubos - exceto em siderúrgicas,27,Metalurgia básica,D,Indústrias de transformação
27316,Fabricação de tubos de aço com costura,27.3,Fabricação de tubos - exceto em siderúrgicas,27,Metalurgia básica,D,Indústrias de transformação
27499,Metalurgia de outros metais não-ferrosos e suas ligas,27.4,Metalurgia de metais não-ferrosos,27,Metalurgia básica,D,Indústrias de transformação
27413,Metalurgia do alumínio e suas ligas,27.4,Metalurgia de metais não-ferrosos,27,Metalurgia básica,D,Indústrias de transformação
27421,Metalurgia dos metais preciosos,27.4,Metalurgia de metais não-ferrosos,27,Metalurgia básica,D,Indústrias de transformação
27529,Fabricação de peças fundidas de metais não-ferrosos e suas ligas,27.5,Fundição,27,Metalurgia básica,D,Indústrias de transformação
27510,Fabricação de peças fundidas de ferro e aço,27.5,Fundição,27,Metalurgia básica,D,Indústrias de transformação
28134,Fabricação de obras de caldeiraria pesada,28.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28118,"Fabricação de estruturas metálicas para edifícios, pontes, torres de transmissão, andaimes e outros fins",28.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28126,Fabricação de esquadrias de metal,28.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28223,Fabricação de caldeiras geradoras de vapor - exceto para aquecimento central e para veículos,28.2,"Fabricação de tanques, caldeiras e reservatórios metálicos",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28215,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",28.2,"Fabricação de tanques, caldeiras e reservatórios metálicos",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28398,"Têmpera, cementação e tratamento térmico do aço, serviços de usinagem, galvanotécnica e solda",28.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28312,Produção de forjados de aço,28.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28347,Metalurgia do pó,28.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28320,Produção de forjados de metais não-ferrosos e suas ligas,28.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28339,Fabricação de artefatos estampados de metal,28.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28436,Fabricação de ferramentas manuais,28.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas manuais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28410,Fabricação de artigos de cutelaria,28.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas manuais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28428,Fabricação de artigos de serralheria - exceto esquadrias,28.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas manuais",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28819,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras para aquecimento central",28.8,"Manutenção e reparação de tanques, caldeiras e reservatórios metálicos",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28827,Manutenção e reparação de caldeiras geradoras de vapor - exceto para aquecimento central e para veículos,28.8,"Manutenção e reparação de tanques, caldeiras e reservatórios metálicos",28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28916,Fabricação de embalagens metálicas,28.9,Fabricação de produtos diversos de metal,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28932,Fabricação de artigos de funilaria e de artigos de metal para usos doméstico e pessoal,28.9,Fabricação de produtos diversos de metal,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28991,Fabricação de outros produtos elaborados de metal,28.9,Fabricação de produtos diversos de metal,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
28924,Fabricação de artefatos de trefilados,28.9,Fabricação de produtos diversos de metal,28,Fabricação de produtos de metal - exceto máquinas e equipamentos,D,Indústrias de transformação
29114,"Fabricação de motores estacionários de combustão interna, turbinas e outras máquinas motrizes não-elétricas - exceto para aviões e veículos rodoviários",29.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29157,Fabricação de equipamentos de transmissão para fins industriais - inclusive rolamentos,29.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29130,"Fabricação de válvulas, torneiras e registros",29.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29149,Fabricação de compressores,29.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29122,Fabricação de bombas e carneiros hidráulicos,29.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29246,Fabricação de máquinas e aparelhos de refrigeração e ventilação de usos industrial e comercial,29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29211,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas",29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29254,Fabricação de aparelhos de ar-condicionado,29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29220,Fabricação de estufas e fornos elétricos para fins industriais,29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29238,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29297,Fabricação de outras máquinas e equipamentos de uso geral,29.2,Fabricação de máquinas e equipamentos de uso geral,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29327,Fabricação de tratores agrícolas,29.3,"Fabricação de tratores e de máquinas e equipamentos para a agricultura, avicultura e obtenção de produtos animais",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29319,"Fabricação de máquinas e equipamentos para agricultura, avicultura e obtenção de produtos animais",29.3,"Fabricação de tratores e de máquinas e equipamentos para a agricultura, avicultura e obtenção de produtos animais",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29408,Fabricação de máquinas-ferramenta,29.4,Fabricação de máquinas-ferramenta,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29548,Fabricação de máquinas e equipamentos de terraplenagem e pavimentação,29.5,Fabricação de máquinas e equipamentos de uso na extração mineral e construção,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29521,Fabricação de outras máquinas e equipamentos de uso na extração mineral e construção,29.5,Fabricação de máquinas e equipamentos de uso na extração mineral e construção,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29530,Fabricação de tratores de esteira e tratores de uso na extração mineral e construção,29.5,Fabricação de máquinas e equipamentos de uso na extração mineral e construção,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29513,Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo,29.5,Fabricação de máquinas e equipamentos de uso na extração mineral e construção,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29645,Fabricação de máquinas e equipamentos para as indústrias do vestuário e de couro e calçados,29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29653,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos",29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29610,Fabricação de máquinas para a indústria metalúrgica - exceto máquinas-ferramenta,29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29629,"Fabricação de máquinas e equipamentos para as indústrias alimentar, de bebida e fumo",29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29637,Fabricação de máquinas e equipamentos para a indústria têxtil,29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29696,Fabricação de outras máquinas e equipamentos de uso específico,29.6,Fabricação de outras máquinas e equipamentos de uso específico,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29718,Fabricação de armas de fogo e munições,29.7,"Fabricação de armas, munições e equipamentos militares",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29726,Fabricação de equipamento bélico pesado,29.7,"Fabricação de armas, munições e equipamentos militares",29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29815,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",29.8,Fabricação de eletrodomésticos,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29890,Fabricação de outros aparelhos eletrodomésticos,29.8,Fabricação de eletrodomésticos,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29955,Manutenção e reparação de máquinas e equipamentos de uso na extração mineral e construção,29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29963,Manutenção e reparação de máquinas e equipamentos de uso específico,29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29912,"Manutenção e reparação de motores, bombas, compressores e equipamentos de transmissão",29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29947,Manutenção e reparação de máquinas-ferramenta,29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29939,"Manutenção e reparação de tratores e de máquinas e equipamentos para agriculutra, avicultura e obtenção de produtos animais",29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
29920,Manutenção e reparação de máquinas e equipamentos de uso geral,29.9,Manutenção e reparação de máquinas e equipamentos industriais,29,Fabricação de máquinas e equipamentos,D,Indústrias de transformação
30112,"Fabricação de máquinas de escrever e calcular, copiadoras e outros equipamentos não-eletrônicos para escritório",30.1,Fabricação de máquinas para escritório,30,Fabricação de máquinas para escritório e equipamentos de informática,D,Indústrias de transformação
30120,"Fabricação de máquinas de escrever e calcular, copiadoras e outros equipamentos eletrônicos destinados à automação gerencial e comercial",30.1,Fabricação de máquinas para escritório,30,Fabricação de máquinas para escritório e equipamentos de informática,D,Indústrias de transformação
30210,Fabricação de computadores,30.2,Fabricação de máquinas e equipamentos de sistemas eletrônicos para processamento de dados,30,Fabricação de máquinas para escritório e equipamentos de informática,D,Indústrias de transformação
30228,Fabricação de equipamentos periféricos para máquinas eletrônicas para tratamento de informações,30.2,Fabricação de máquinas e equipamentos de sistemas eletrônicos para processamento de dados,30,Fabricação de máquinas para escritório e equipamentos de informática,D,Indústrias de transformação
31119,Fabricação de geradores de corrente contínua ou alternada,31.1,"Fabricação de geradores, transformadores e motores elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31127,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes",31.1,"Fabricação de geradores, transformadores e motores elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31135,Fabricação de motores elétricos,31.1,"Fabricação de geradores, transformadores e motores elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31224,Fabricação de material elétrico para instalações em circuito de consumo,31.2,Fabricação de equipamentos para distribuição e controle de energia elétrica,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31216,"Fabricação de subestações, quadros de comando, reguladores de voltagem e outros aparelhos e equipamentos para distribuição e controle de energia elétrica",31.2,Fabricação de equipamentos para distribuição e controle de energia elétrica,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31305,"Fabricação de fios, cabos e condutores elétricos isolados",31.3,"Fabricação de fios, cabos e condutores elétricos isolados",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31410,"Fabricação de pilhas, baterias e acumuladores elétricos - exceto para veículos",31.4,"Fabricação de pilhas, baterias e acumuladores elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31429,Fabricação de baterias e acumuladores para veículos,31.4,"Fabricação de pilhas, baterias e acumuladores elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31518,Fabricação de lâmpadas,31.5,Fabricação de lâmpadas e equipamentos de iluminação,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31526,Fabricação de luminárias e equipamentos de iluminação - exceto para veículos,31.5,Fabricação de lâmpadas e equipamentos de iluminação,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31607,Fabricação de material elétrico para veículos - exceto baterias,31.6,Fabricação de material elétrico para veículos - exceto baterias,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31895,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",31.8,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31828,Manutenção e reparação de baterias e acumuladores elétricos - exceto para veículos,31.8,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31810,"Manutenção e reparação de geradores, transformadores e motores elétricos",31.8,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos",31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31917,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroimãs e isoladores",31.9,Fabricação de outros equipamentos e aparelhos elétricos,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31992,Fabricação de outros aparelhos ou equipamentos elétricos,31.9,Fabricação de outros equipamentos e aparelhos elétricos,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
31925,Fabricação de aparelhos e utensílios para sinalização e alarme,31.9,Fabricação de outros equipamentos e aparelhos elétricos,31,"Fabricação de máquinas, aparelhos e materiais elétricos",D,Indústrias de transformação
32107,Fabricação de material eletrônico básico,32.1,Fabricação de material eletrônico básico,32,Fabricação de material eletrônico e de aparelhos e equipamentos de comunicações,D,Indústrias de transformação
32220,"Fabricação de aparelhos telefônicos, sistemas de intercomunicação e semelhantes",32.2,Fabricação de aparelhos e equipamentos de telefonia e radiotelefonia e de transmissores de televisão e rádio,32,Fabricação de material eletrônico e de aparelhos e equipamentos de comunicações,D,Indústrias de transformação
32212,"Fabricação de equipamentos transmissores de rádio e televisão e de equipamentos para estações telefônicas, para radiotelefonia e radiotelegrafia - inclusive de microondas e repetidoras",32.2,Fabricação de aparelhos e equipamentos de telefonia e radiotelefonia e de transmissores de televisão e rádio,32,Fabricação de material eletrônico e de aparelhos e equipamentos de comunicações,D,Indústrias de transformação
32301,"Fabricação de aparelhos receptores de rádio e televisão e de reprodução, gravação ou amplificação de som e vídeo",32.3,"Fabricação de aparelhos receptores de rádio e televisão e de reprodução, gravação ou amplificação de som e vídeo",32,Fabricação de material eletrônico e de aparelhos e equipamentos de comunicações,D,Indústrias de transformação
32905,Manutenção e reparação de aparelhos e equipamentos de telefonia e radiotelefonia e de transmissores de televisão e rádio - exceto telefones,32.9,Manutenção e reparação de aparelhos e equipamentos de telefonia e radiotelefonia e de transmissores de televisão e rádio - exceto telefones,32,Fabricação de material eletrônico e de aparelhos e equipamentos de comunicações,D,Indústrias de transformação
33103,"Fabricação de aparelhos e instrumentos para usos médico-hospitalares, odontológicos e de laboratórios e aparelhos ortopédicos",33.1,"Fabricação de aparelhos e instrumentos para usos médicos-hospitalares, odontológicos e de laboratórios e aparelhos ortopédicos",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33200,"Fabricação de aparelhos e instrumentos de medida, teste e controle - exceto equipamentos para controle de processos industriais",33.2,"Fabricação de aparelhos e instrumentos de medida, teste e controle - exceto equipamentos para controle de processos industriais",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33308,"Fabricação de máquinas, aparelhos e equipamentos de sistemas eletrônicos dedicados à automação industrial e controle do processo produtivo",33.3,"Fabricação de máquinas, aparelhos e equipamentos de sistemas eletrônicos dedicados à automação industrial e controle do processo produtivo",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33405,"Fabricação de aparelhos, instrumentos e materiais ópticos, fotográficos e cinematográficos",33.4,"Fabricação de aparelhos, instrumentos e materiais ópticos, fotográficos e cinematográficos",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33502,Fabricação de cronômetros e relógios,33.5,Fabricação de cronômetros e relógios,33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33928,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle - exceto equipamentos de controle de processos industriais",33.9,"Manutenção e reparação de equipamentos médico-hospitalares, instrumentos de precisão e ópticos e equipamentos para automação industrial",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33910,"Manutenção e reparação de equipamentos médico-hospitalares, odontológicos e de laboratório",33.9,"Manutenção e reparação de equipamentos médico-hospitalares, instrumentos de precisão e ópticos e equipamentos para automação industrial",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33944,Manutenção e reparação de instrumentos ópticos e cinematográficos,33.9,"Manutenção e reparação de equipamentos médico-hospitalares, instrumentos de precisão e ópticos e equipamentos para automação industrial",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
33936,"Manutenção e reparação de máquinas, aparelhos e equipamentos de sistemas eletrônicos dedicados à automação industrial e controle do processo produtivo",33.9,"Manutenção e reparação de equipamentos médico-hospitalares, instrumentos de precisão e ópticos e equipamentos para automação industrial",33,"Fabricação de equipamentos de instrumentação médico-hospitalares, instrumentos de precisão e ópticos, equipamentos para automação industrial, cronômetros e relógios",D,Indústrias de transformação
34100,"Fabricação de automóveis, camionetas e utilitários",34.1,"Fabricação de automóveis, caminhonetas e utilitários",34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34207,Fabricação de caminhões e ônibus,34.2,Fabricação de caminhões e ônibus,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34398,"Fabricação de cabines, carrocerias e reboques para outros veículos",34.3,"Fabricação de cabines, carrocerias e reboques",34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34312,"Fabricação de cabines, carrocerias e reboques para caminhão",34.3,"Fabricação de cabines, carrocerias e reboques",34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34320,Fabricação de carrocerias para ônibus,34.3,"Fabricação de cabines, carrocerias e reboques",34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34428,Fabricação de peças e acessórios para os sistemas de marcha e transmissão,34.4,Fabricação de peças e acessórios para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34436,Fabricação de peças e acessórios para o sistema de freios,34.4,Fabricação de peças e acessórios para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34495,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,34.4,Fabricação de peças e acessórios para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34410,Fabricação de peças e acessórios para o sistema motor,34.4,Fabricação de peças e acessórios para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34444,Fabricação de peças e acessórios para o sistema de direção e suspensão,34.4,Fabricação de peças e acessórios para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
34509,Recondicionamento ou recuperação de motores para veículos automotores,34.5,Recondicionamento ou recuperação de motores para veículos automotores,34,"Fabricação e montagem de veículos automotores, reboques e carrocerias",D,Indústrias de transformação
35122,Construção e reparação de embarcações para esporte e lazer,35.1,Construção e reparação de embarcações,35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35114,Construção e reparação de embarcações e estruturas flutuantes,35.1,Construção e reparação de embarcações,35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35211,"Construção e montagem de locomotivas, vagões e outros materiais rodantes",35.2,"Construção, montagem e reparação de veículos ferroviários",35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35238,Reparação de veículos ferroviários,35.2,"Construção, montagem e reparação de veículos ferroviários",35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35220,Fabricação de peças e acessórios para veículos ferroviários,35.2,"Construção, montagem e reparação de veículos ferroviários",35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35327,Reparação de aeronaves,35.3,"Construção, montagem e reparação de aeronaves",35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35319,Construção e montagem de aeronaves,35.3,"Construção, montagem e reparação de aeronaves",35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35912,Fabricação de motocicletas,35.9,Fabricação de outros equipamentos de transporte,35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35920,Fabricação de bicicletas e triciclos não-motorizados,35.9,Fabricação de outros equipamentos de transporte,35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
35998,Fabricação de outros equipamentos de transporte,35.9,Fabricação de outros equipamentos de transporte,35,Fabricação de outros equipamentos de transporte,D,Indústrias de transformação
36129,Fabricação de móveis com predominância de metal,36.1,Fabricação de artigos do mobiliário,36,Fabricação de móveis e indústrias diversas,D,Indústrias de transformação
36137,Fabricação de móveis de outros materiais,36.1,Fabricação de artigos do mobiliário,36,Fabricação de móveis e indústrias diversas,D,Indústrias de transformação
36110,Fabricação de móveis com predominância de madeira,36.1,Fabricação de artigos do mobiliário,36,Fabricação de móveis e indústrias diversas,D,Indústrias de transformação
36145,Fabricação de colchões,36.1,Fabricação de artigos do mobiliário,36,Fabricação de móveis e indústrias diversas,D,Indústrias de transformação
36927,Fabricação de instrumentos musicais,36.9,Fabricação de produtos diversos,36,Fabricação de móveis e indústrias diversas,D,Indústrias de transformação
